uid	register_time	ref0	ref1	last_login_time
943	20130119034313	adwords	ad0	20130119034313
949	20130119034954	adwords	ad0	20130119040011
961	20130119035028	adwords	ad0	20130119035028
973	20130119035703	adwords	ad0	20130119035703
979	20130119035801	facebook	ad0	20130119040608
985	20130119040057	adwords	ad0	20130119040951
991	20130119040349	adwords	ad1	20130119040612
997	20130119040456	adwords	ad1	20130119040456
1009	20130119040633	adwords	ad1	20130119040633
1021	20130119041116	adwords	ad1	20130119041146
1031	20130119041946	adwords	ad1	20130119041946
1043	20130119042317	adwords	ad0	20130119044927
1037	20130119042447	facebook	ad0	20130119042447
1049	20130119042703	adwords	ad1	20130119042703
1055	20130119042909	facebook	ad0	20130119043436
1061	20130119043043	adwords	ad0	20130119043043
1073	20130119043611	facebook	ad0	20130119044908
1079	20130119043744	adwords	ad1	20130119044214
1085	20130119043859	adwords	ad1	20130119043902
1091	20130119044422	adwords	ad1	20130119044422
1097	20130119044714	facebook	ad1	20130119044714
1103	20130119045015	adwords	ad1	20130119045015
1109	20130119045147	facebook	ad1	20130119045022
1115	20130119045252	facebook	ad1	20130119045252
1121	20130119045402	facebook	ad0	20130119045547
1127	20130119045643	adwords	ad0	20130119045643
1133	20130119045827	facebook	ad1	20130119045827
1151	20130119050416	adwords	ad1	20130119050416
1145	20130119050444	facebook	ad0	20130119051138
1169	20130119050518	adwords	ad1	20130119050518
1157	20130119050925	facebook	ad0	20130119050925
1181	20130119051159	facebook	ad0	20130119051159
1175	20130119051259	adwords	ad0	20130119051259
1187	20130119051323	facebook	ad1	20130119051323
1193	20130119051643	adwords	ad1	20130119051643
1211	20130119052341	adwords	ad0	20130119052341
1217	20130119052639	adwords	ad0	20130119052639
1223	20130119053210	facebook	ad0	20130119053210
1229	20130119053218	facebook	ad1	20130119053218
1235	20130119053645	facebook	ad0	20130119053645
1253	20130119054316	facebook	ad0	20130119054316
1259	20130119054504	adwords	ad1	20130207182246
1265	20130119054933	adwords	ad0	20130119054933
1277	20130119055123	facebook	ad0	20130119055123
1281	20130119055320	facebook	ad0	20130119055320
1287	20130119055338	adwords	ad0	20130119055338
1271	20130119055356	adwords	ad0	20130119055356
1293	20130119055846	adwords	ad0	20130119055846
1299	20130119055952	facebook	ad0	20130119055952
1305	20130119060300	adwords	ad0	20130119061735
1311	20130119060420	adwords	ad1	20130119060420
1317	20130119060705	facebook	ad0	20130119063014
1323	20130119061027	adwords	ad1	20130119061138
1335	20130119061502	facebook	ad0	20130119061502
1341	20130119062133	adwords	ad0	20130203210116
1347	20130119062436	adwords	ad1	20130119062436
1359	20130119063217	adwords	ad0	20130119063217
1377	20130119064323	adwords	ad0	20130119064323
1383	20130119064617	adwords	ad0	20130119064617
1395	20130119065126	adwords	ad0	20130121225326
1407	20130119070405	facebook	ad1	20130119184832
1413	20130119071039	adwords	ad0	20130119071001
1419	20130119071438	adwords	ad0	20130119071438
1425	20130119071924	adwords	ad1	20130119071924
1431	20130119072915	adwords	ad0	20130119072915
1437	20130119073637	facebook	ad0	20130119073638
1443	20130119074321	adwords	ad0	20130119074321
1449	20130119075240	facebook	ad0	20130119075216
1455	20130119075842	adwords	ad0	20130119075842
1461	20130119081136	adwords	ad0	20130119081136
1467	20130119081629	adwords	ad0	20130119081629
1479	20130119083714	adwords	ad0	20130119083714
1491	20130119085921	adwords	ad0	20130119085921
1497	20130119091130	facebook	ad0	20130119091130
1503	20130119093902	adwords	ad0	20130119093902
1509	20130119100944	facebook	ad1	20130119100944
1515	20130119104430	adwords	ad0	20130119104954
1527	20130119122307	adwords	ad1	20130119122307
1533	20130119131643	adwords	ad0	20130119131643
1537	20130119135430	facebook	ad0	20130119135430
1543	20130119143341	adwords	ad1	20130119144745
1561	20130119152514	adwords	ad1	20130119152514
1567	20130119153135	adwords	ad0	20130119153135
1573	20130119154019	adwords	ad0	20130119154019
1585	20130119160650	adwords	ad1	20130119160650
1591	20130119161933	adwords	ad1	20130119161933
1597	20130119163112	adwords	ad0	20130119163112
1603	20130119164804	adwords	ad0	20130119164804
1609	20130119170836	adwords	ad1	20130119170503
1615	20130119171718	adwords	ad0	20130207171242
1621	20130119172124	facebook	ad0	20130119172124
1627	20130119172838	adwords	ad0	20130119172838
1633	20130119173618	facebook	ad0	20130119173632
1645	20130119174232	adwords	ad0	20130119174232
1651	20130119175031	adwords	ad0	20130119175031
1657	20130119180157	adwords	ad1	20130119180157
1663	20130119180500	facebook	ad0	20130119180500
1669	20130119181225	facebook	ad0	20130119181225
1675	20130119181406	facebook	ad0	20130119181406
1681	20130119181514	adwords	ad1	20130119184216
1687	20130119182117	adwords	ad1	20130119182141
1699	20130119183928	adwords	ad1	20130119183928
1705	20130119184741	adwords	ad0	20130119184741
1717	20130119185549	facebook	ad0	20130119185549
1723	20130119190438	adwords	ad0	20130119190353
1729	20130119191421	adwords	ad0	20130119191427
1747	20130119192703	adwords	ad0	20130119193029
1753	20130119193658	facebook	ad0	20130119193658
1759	20130119194259	facebook	ad0	20130119194259
1771	20130119195136	adwords	ad1	20130119195136
1783	20130119200116	adwords	ad1	20130119200116
1789	20130119200612	adwords	ad1	20130119200612
1805	20130119201534	facebook	ad0	20130119201534
1811	20130119201847	facebook	ad0	20130119201932
1817	20130119202236	facebook	ad0	20130119202331
1823	20130119202704	adwords	ad0	20130119202704
1829	20130119203058	adwords	ad1	20130124032639
1835	20130119203148	facebook	ad1	20130119203148
1847	20130119203842	adwords	ad0	20130119203842
1841	20130119203843	adwords	ad0	20130119203843
1871	20130119205036	adwords	ad1	20130119205036
1865	20130119205302	adwords	ad0	20130119205225
1877	20130119205533	adwords	ad0	20130119205635
1889	20130119210152	adwords	ad0	20130119210741
1913	20130119211445	adwords	ad0	20130119211445
1919	20130119211647	adwords	ad0	20130121061118
1925	20130119211942	adwords	ad0	20130119212349
1931	20130119212043	adwords	ad0	20130119212043
1943	20130119212935	facebook	ad1	20130119212935
1949	20130119213142	facebook	ad0	20130119213142
1967	20130119214428	adwords	ad0	20130119215154
1979	20130119214838	adwords	ad0	20130119214838
1985	20130119215249	adwords	ad0	20130119221035
1997	20130119215642	adwords	ad0	20130119215642
1991	20130119215918	adwords	ad1	20130119220648
2009	20130119220032	adwords	ad1	20130119220032
2003	20130119220048	adwords	ad0	20130119220015
2015	20130119220548	facebook	ad0	20130119222431
2033	20130119221146	adwords	ad0	20130119221146
2021	20130119221431	adwords	ad0	20130119225141
2039	20130119221514	adwords	ad0	20130119221627
2049	20130119221720	facebook	ad1	20130119222025
2055	20130119222204	adwords	ad1	20130203011857
2067	20130119222851	facebook	ad0	20130119222851
2079	20130119223423	facebook	ad1	20130119223423
2097	20130119224107	adwords	ad0	20130119224107
2103	20130119224335	adwords	ad0	20130119224335
2109	20130119224701	adwords	ad0	20130119224701
2115	20130119225040	adwords	ad1	20130119225040
2121	20130119225705	facebook	ad0	20130119230122
2127	20130119225956	adwords	ad0	20130119225956
2139	20130119230158	adwords	ad1	20130207170158
2133	20130119230430	facebook	ad0	20130119230439
2145	20130119230558	adwords	ad0	20130119230558
2151	20130119230731	facebook	ad0	20130119230731
2157	20130119231324	adwords	ad1	20130119231324
2163	20130119231952	adwords	ad0	20130119231952
2169	20130119232026	adwords	ad0	20130119232026
2175	20130119232349	facebook	ad0	20130120034303
2181	20130119232939	adwords	ad0	20130119232939
2187	20130119233437	adwords	ad0	20130119233437
2193	20130119233956	facebook	ad0	20130119234017
2199	20130119234314	adwords	ad1	20130119234415
2205	20130119234613	adwords	ad0	20130119234613
2217	20130119235730	adwords	ad0	20130119235730
2223	20130120000125	adwords	ad0	20130120000125
2253	20130120001042	facebook	ad0	20130120001042
2247	20130120001232	facebook	ad0	20130120001552
2259	20130120001537	adwords	ad0	20130120001537
2265	20130120002024	adwords	ad0	20130120002218
2277	20130120002103	facebook	ad0	20130120002103
2271	20130120002300	facebook	ad0	20130120002300
2289	20130120003324	adwords	ad0	20130120003324
2301	20130120003658	adwords	ad1	20130120003631
2295	20130120003727	facebook	ad0	20130120003727
2305	20130120003732	adwords	ad0	20130120003732
2311	20130120004252	facebook	ad0	20130120004252
2317	20130120004904	adwords	ad0	20130120005513
2323	20130120004914	adwords	ad0	20130120004914
2341	20130120005928	facebook	ad1	20130120005928
2347	20130120005947	facebook	ad1	20130120005947
2353	20130120010056	facebook	ad1	20130120010056
2365	20130120010647	adwords	ad0	20130120021315
2371	20130120011059	adwords	ad0	20130120011059
2377	20130120011530	adwords	ad1	20130120011627
2383	20130120011548	adwords	ad1	20130120011548
2389	20130120011744	facebook	ad0	20130120011744
2395	20130120012359	adwords	ad1	20130120012359
2413	20130120013023	adwords	ad0	20130120015054
2425	20130120013647	facebook	ad0	20130120013647
2437	20130120013902	facebook	ad0	20130120013902
2443	20130120014525	facebook	ad0	20130120014525
2449	20130120014714	adwords	ad0	20130120014523
2467	20130120015145	adwords	ad0	20130120015145
2455	20130120015311	facebook	ad0	20130120015311
2461	20130120015457	facebook	ad1	20130120015457
2485	20130120015937	adwords	ad0	20130120015937
2497	20130120020314	facebook	ad0	20130120020314
2491	20130120020456	facebook	ad0	20130120021001
2503	20130120020508	adwords	ad1	20130120020508
2509	20130120020542	adwords	ad0	20130120020533
2521	20130120020957	adwords	ad0	20130120031134
2527	20130120021455	facebook	ad0	20130120021455
2539	20130120021642	facebook	ad0	20130120021806
2533	20130120021704	adwords	ad0	20130120021704
2545	20130120022044	adwords	ad0	20130120022044
2551	20130120022420	facebook	ad0	20130120022912
2557	20130120022635	adwords	ad0	20130120030128
2567	20130120023243	adwords	ad1	20130120023243
2561	20130120023304	facebook	ad1	20130120023304
2573	20130120023739	adwords	ad0	20130120034016
2579	20130120024150	adwords	ad0	20130120024150
2585	20130120024152	facebook	ad0	20130120024152
2591	20130120024446	adwords	ad1	20130120024446
2609	20130120025117	adwords	ad1	20130120025117
2615	20130120025342	facebook	ad0	20130120025342
2621	20130120025945	adwords	ad0	20130120025954
2633	20130120030136	adwords	ad1	20130207163155
2639	20130120030351	adwords	ad0	20130120030351
2645	20130120030854	adwords	ad1	20130120030848
2651	20130120030959	adwords	ad0	20130120032242
2663	20130120031304	facebook	ad1	20130120031304
2669	20130120031851	adwords	ad0	20130120031851
2675	20130120031945	adwords	ad1	20130120031945
2693	20130120032552	adwords	ad1	20130120032552
2687	20130120032637	adwords	ad1	20130120032637
2705	20130120033056	adwords	ad1	20130120034624
2699	20130120033221	facebook	ad0	20130120033221
2711	20130120033738	adwords	ad1	20130120033738
2717	20130120033930	adwords	ad0	20130120033930
2729	20130120034247	facebook	ad0	20130120034247
2723	20130120034442	adwords	ad0	20130120034442
2747	20130120034901	adwords	ad0	20130120034901
2741	20130120034907	adwords	ad1	20130120034907
2759	20130120035700	adwords	ad0	20130120035700
2765	20130120035927	adwords	ad0	20130120035927
2777	20130120040029	adwords	ad0	20130120040029
2783	20130120040057	adwords	ad0	20130120040057
2771	20130120040127	adwords	ad0	20130120040127
2789	20130120040300	adwords	ad1	20130120040300
2795	20130120040632	adwords	ad0	20130120044340
2813	20130120041202	adwords	ad0	20130120041202
2807	20130120041328	adwords	ad0	20130121062609
2817	20130120041415	facebook	ad0	20130120041429
2823	20130120041639	facebook	ad0	20130120041639
2829	20130120041859	adwords	ad0	20130120041859
2835	20130120042002	adwords	ad0	20130120042002
2847	20130120042007	adwords	ad0	20130120042007
2841	20130120042332	facebook	ad1	20130120042332
2853	20130120042400	facebook	ad0	20130120042524
2859	20130120042541	adwords	ad1	20130120043319
2865	20130120042938	adwords	ad1	20130120042938
2883	20130120043444	adwords	ad0	20130120043444
2889	20130120043703	facebook	ad0	20130120043703
2895	20130120043952	adwords	ad1	20130120044903
2901	20130120044017	facebook	ad0	20130120044017
2907	20130120044150	adwords	ad0	20130120044150
2913	20130120044434	adwords	ad0	20130120044532
2937	20130120045054	adwords	ad0	20130120045049
2931	20130120045259	facebook	ad1	20130120142314
2943	20130120045347	adwords	ad0	20130120045616
2955	20130120045936	adwords	ad0	20130120045936
2949	20130120045941	adwords	ad1	20130120045941
2973	20130120050931	adwords	ad1	20130120050952
2991	20130120051419	adwords	ad0	20130120051419
3003	20130120051609	adwords	ad1	20130120051546
3009	20130120051640	facebook	ad0	20130120051640
2997	20130120051656	adwords	ad0	20130120130315
3015	20130120052228	adwords	ad1	20130120052228
3021	20130120052351	adwords	ad0	20130120052351
3027	20130120052622	adwords	ad0	20130120053811
3033	20130120052939	adwords	ad0	20130120052939
3039	20130120053203	adwords	ad0	20130120053815
3051	20130120053701	adwords	ad0	20130120053701
3057	20130120053847	adwords	ad0	20130123041520
3063	20130120054004	facebook	ad1	20130120054004
3079	20130120054316	adwords	ad0	20130120054316
3073	20130120054328	facebook	ad1	20130120055014
3069	20130120054412	adwords	ad0	20130120054412
3091	20130120054551	adwords	ad1	20130120055104
3085	20130120054857	facebook	ad0	20130120054857
3103	20130120055406	adwords	ad0	20130120055406
3109	20130120055425	facebook	ad0	20130121170306
3115	20130120055500	adwords	ad0	20130120055500
3127	20130120055925	adwords	ad0	20130120063822
3139	20130120060045	adwords	ad0	20130120060737
3133	20130120060102	adwords	ad1	20130120060102
3145	20130120060244	adwords	ad0	20130120060244
3151	20130120060937	facebook	ad0	20130120060937
3169	20130120061220	adwords	ad0	20130120064323
3187	20130120061511	adwords	ad0	20130120061511
3181	20130120061644	facebook	ad0	20130120065955
3193	20130120062404	facebook	ad0	20130120062404
3205	20130120062502	adwords	ad1	20130120062502
3211	20130120063211	facebook	ad0	20130120063400
3217	20130120063232	adwords	ad0	20130120063232
3223	20130120063356	adwords	ad0	20130120162853
3241	20130120063743	facebook	ad1	20130120063743
3235	20130120063803	adwords	ad0	20130120063803
3229	20130120063809	facebook	ad0	20130120063820
3247	20130120064424	adwords	ad0	20130120204504
3253	20130120064434	adwords	ad0	20130120064424
3265	20130120064632	adwords	ad0	20130120070525
3259	20130120064843	facebook	ad0	20130120064843
3271	20130120065141	facebook	ad0	20130120065141
3277	20130120065307	adwords	ad0	20130120065307
3289	20130120065527	adwords	ad0	20130120065527
3283	20130120065625	adwords	ad0	20130120065625
3295	20130120070300	adwords	ad0	20130120070300
3301	20130120070624	adwords	ad0	20130120070623
3307	20130120071138	facebook	ad0	20130120071120
3319	20130120072142	facebook	ad0	20130120072142
3325	20130120072439	adwords	ad1	20130120072439
3335	20130120072806	facebook	ad0	20130120072806
3341	20130120073408	adwords	ad0	20130120073701
3347	20130120073927	adwords	ad1	20130120073927
3365	20130120074217	adwords	ad0	20130120074217
3371	20130120074911	adwords	ad0	20130120074911
3383	20130120075020	adwords	ad0	20130120075020
3389	20130120075058	adwords	ad1	20130120075058
3407	20130120080659	adwords	ad0	20130120080659
3401	20130120080828	facebook	ad0	20130120080828
3413	20130120081447	adwords	ad0	20130120142422
3419	20130120081701	facebook	ad0	20130120081701
3425	20130120082217	facebook	ad0	20130120091106
3431	20130120082528	adwords	ad0	20130120082528
3443	20130120084526	facebook	ad0	20130120084526
3449	20130120090633	adwords	ad0	20130120090633
3455	20130120091951	adwords	ad1	20130120140249
3467	20130120093134	facebook	ad1	20130120093046
3473	20130120095123	adwords	ad0	20130120095123
3479	20130120101422	facebook	ad1	20130120102000
3491	20130120105249	facebook	ad0	20130120105249
3497	20130120112634	adwords	ad0	20130120112634
3503	20130120120432	adwords	ad0	20130120120432
3515	20130120125335	adwords	ad0	20130120125251
3521	20130120134413	adwords	ad0	20130120135124
3527	20130120144317	adwords	ad0	20130120151142
3533	20130120145627	facebook	ad1	20130120145627
3539	20130120150556	adwords	ad1	20130120150556
3551	20130120152503	adwords	ad0	20130120152555
3569	20130120161954	facebook	ad1	20130120161954
3581	20130120163143	facebook	ad0	20130120163143
3591	20130120163633	adwords	ad0	20130120163633
3609	20130120171345	adwords	ad1	20130120171923
3615	20130120172334	adwords	ad1	20130120172334
3621	20130120173154	adwords	ad0	20130120173154
3627	20130120174402	adwords	ad1	20130120174402
3633	20130120174744	adwords	ad0	20130120174822
3639	20130120174849	adwords	ad1	20130120174849
3645	20130120175213	adwords	ad0	20130120180453
3651	20130120175335	adwords	ad0	20130120175335
3657	20130120175710	facebook	ad0	20130120175923
3669	20130120180548	facebook	ad0	20130120180548
3675	20130120181736	adwords	ad0	20130120181736
3681	20130120182247	facebook	ad1	20130120182247
3693	20130120183437	facebook	ad0	20130120183437
3699	20130120183631	adwords	ad0	20130120183631
3729	20130120185324	adwords	ad1	20130120185324
3723	20130120185435	facebook	ad1	20130120185435
3735	20130120185721	facebook	ad0	20130120185721
3741	20130120190429	adwords	ad0	20130120190429
3747	20130120190551	facebook	ad0	20130120190551
3753	20130120190731	adwords	ad1	20130120190731
3765	20130120191435	adwords	ad0	20130120191445
3771	20130120191750	adwords	ad0	20130120192006
3783	20130120192112	adwords	ad1	20130120193007
3789	20130120193005	adwords	ad1	20130120193005
3801	20130120194030	facebook	ad1	20130120194027
3813	20130120194458	adwords	ad0	20130120194458
3819	20130120195146	adwords	ad0	20130120195445
3825	20130120195528	adwords	ad0	20130120195528
3831	20130120200022	adwords	ad0	20130120203017
3841	20130120200044	facebook	ad0	20130120200044
3837	20130120200054	adwords	ad0	20130120200054
3847	20130120200710	facebook	ad0	20130120200710
3853	20130120201204	adwords	ad0	20130120212533
3871	20130120201554	adwords	ad1	20130120201553
3877	20130120202038	adwords	ad0	20130120202038
3883	20130120202118	adwords	ad0	20130120202118
3889	20130120202528	adwords	ad1	20130120202528
3895	20130120202837	facebook	ad1	20130120202837
3901	20130120203100	adwords	ad0	20130120203100
3913	20130120203731	adwords	ad0	20130120203731
3907	20130120203739	adwords	ad1	20130120203739
3919	20130120204308	facebook	ad0	20130120204308
3937	20130120204858	adwords	ad0	20130120204858
3931	20130120204901	adwords	ad0	20130122050838
3925	20130120204933	adwords	ad0	20130120204614
3943	20130120205239	facebook	ad0	20130120205239
3949	20130120205706	facebook	ad1	20130120205706
3967	20130120210024	facebook	ad1	20130120210024
3979	20130120210801	adwords	ad0	20130120210801
3973	20130120210944	adwords	ad1	20130120210944
3985	20130120211314	adwords	ad0	20130120211524
3997	20130120211919	adwords	ad0	20130127000029
4003	20130120212630	adwords	ad0	20130120212630
4009	20130120213021	adwords	ad0	20130120221604
4015	20130120213248	adwords	ad1	20130120213248
4021	20130120213303	adwords	ad0	20130120213303
4027	20130120213704	adwords	ad1	20130120213704
4033	20130120214334	adwords	ad0	20130120214334
4039	20130120214456	adwords	ad0	20130120214456
4051	20130120215128	adwords	ad0	20130120215128
4057	20130120215841	adwords	ad0	20130120215841
4069	20130120220023	facebook	ad1	20130120220946
4081	20130120220515	adwords	ad0	20130120220515
4087	20130120221213	adwords	ad0	20130120221108
4093	20130120221406	adwords	ad0	20130122021132
4097	20130120221935	adwords	ad1	20130120232032
4109	20130120222112	facebook	ad1	20130120222520
4103	20130120222332	facebook	ad0	20130120222332
4115	20130120222856	adwords	ad0	20130120223330
4121	20130120223236	adwords	ad0	20130121001715
4127	20130120223414	adwords	ad0	20130120223414
4133	20130120223528	facebook	ad1	20130120223602
4139	20130120223913	facebook	ad0	20130120224631
4145	20130120224337	adwords	ad0	20130121011710
4169	20130120225809	facebook	ad0	20130120225809
4175	20130120230002	adwords	ad0	20130120230002
4181	20130120230341	facebook	ad0	20130120230341
4187	20130120230712	adwords	ad0	20130120232312
4193	20130120231052	adwords	ad0	20130120233817
4199	20130120231716	facebook	ad0	20130120231716
4205	20130120231950	adwords	ad0	20130207175419
4223	20130120232658	adwords	ad1	20130120232658
4229	20130120233128	adwords	ad0	20130120233146
4241	20130120233747	adwords	ad1	20130120233752
4247	20130120233915	facebook	ad1	20130120233943
4253	20130120234147	adwords	ad0	20130120234147
4265	20130120234751	facebook	ad0	20130120234751
4259	20130120234850	facebook	ad0	20130120235922
4271	20130120235423	facebook	ad0	20130120235423
4283	20130120235906	facebook	ad1	20130120235906
4295	20130121000701	adwords	ad1	20130121000701
4301	20130121000809	adwords	ad1	20130121000809
4313	20130121001153	adwords	ad1	20130121001153
4307	20130121001252	facebook	ad0	20130121001123
4325	20130121002322	adwords	ad0	20130121002322
4331	20130121002429	facebook	ad1	20130121002450
4337	20130121002703	adwords	ad1	20130121002725
4343	20130121003338	adwords	ad0	20130121004342
4359	20130121003523	adwords	ad0	20130121003523
4353	20130121003625	adwords	ad1	20130121014115
4349	20130121003747	facebook	ad1	20130121003747
4371	20130121004416	adwords	ad1	20130206212021
4383	20130121005320	adwords	ad1	20130121005320
4389	20130121005751	adwords	ad0	20130121005751
4401	20130121010021	adwords	ad0	20130121010021
4413	20130121010928	adwords	ad0	20130121010928
4407	20130121010947	adwords	ad0	20130121010947
4425	20130121011012	facebook	ad1	20130121011049
4419	20130121011016	adwords	ad1	20130121011016
4431	20130121011750	adwords	ad1	20130121023249
4443	20130121012328	facebook	ad0	20130121012328
4461	20130121013356	facebook	ad1	20130121013356
4473	20130121013952	adwords	ad1	20130121013952
4479	20130121014132	adwords	ad1	20130121014132
4515	20130121015741	adwords	ad0	20130121020008
4509	20130121015915	adwords	ad0	20130121015915
4521	20130121020257	adwords	ad0	20130121035805
4527	20130121020626	adwords	ad0	20130121020626
4539	20130121020914	facebook	ad0	20130121020914
4551	20130121021356	adwords	ad0	20130121021408
4569	20130121022121	facebook	ad0	20130121081106
4575	20130121022139	adwords	ad1	20130121022139
4581	20130121022532	adwords	ad1	20130121022532
4587	20130121022553	adwords	ad1	20130121022553
4593	20130121023202	adwords	ad0	20130121023202
4599	20130121023643	adwords	ad0	20130121050728
4605	20130121024010	adwords	ad0	20130121024010
4615	20130121024121	adwords	ad0	20130121143419
4627	20130121024638	adwords	ad1	20130121031949
4621	20130121024907	adwords	ad0	20130121024907
4639	20130121025325	adwords	ad0	20130121044231
4633	20130121025327	facebook	ad1	20130121025257
4645	20130121025512	facebook	ad1	20130121025553
4657	20130121030039	facebook	ad1	20130121172037
4663	20130121030446	facebook	ad0	20130121030446
4681	20130121031216	facebook	ad1	20130121031216
4693	20130121031600	facebook	ad0	20130121031600
4699	20130121031709	adwords	ad0	20130121031709
4711	20130121032129	adwords	ad0	20130121032129
4723	20130121032620	facebook	ad0	20130121032620
4717	20130121032917	facebook	ad0	20130121033329
4729	20130121033136	adwords	ad1	20130121033136
4741	20130121033627	adwords	ad0	20130121033627
4735	20130121033741	adwords	ad0	20130121033741
4753	20130121034047	adwords	ad1	20130121201031
4765	20130121034703	facebook	ad0	20130207095212
4771	20130121034827	facebook	ad0	20130121035625
4777	20130121035107	adwords	ad0	20130121035107
4789	20130121035538	adwords	ad1	20130121035538
4783	20130121035629	adwords	ad1	20130121035629
4795	20130121040034	adwords	ad0	20130121040054
4807	20130121040427	adwords	ad0	20130121040427
4819	20130121040813	facebook	ad0	20130121041412
4813	20130121040937	adwords	ad1	20130121040937
4837	20130121041241	facebook	ad0	20130121041241
4825	20130121041253	adwords	ad1	20130121043706
4831	20130121041326	facebook	ad0	20130121041326
4849	20130121041651	facebook	ad0	20130121041651
4855	20130121042024	adwords	ad0	20130121042024
4865	20130121042337	facebook	ad0	20130121045753
